block,n_quarters,n_arms_available,argmin_by_quarter,n_distinct_argmin,constant_argmin,whole_horizon_best,n_quarters_where_whole_best_suboptimal,per_leadtime_oracle_mse,best_fixed_arm_mse,control_mse,leadtime_oracle_gain_vs_control_pct,leadtime_oracle_gain_vs_best_fixed_pct
ETTm2|96|DLinear,4,4,q1:revin;q2:revin;q3:fredf;q4:fredf,2,False,revin,2,0.18134129553078998,0.18193664183866304,0.19342845833940786,6.248906139451622,0.3272272709095046
ETTm2|96|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.17628333627752785,0.17628333627752785,0.17628333627752785,0.0,0.0
ETTm2|96|TimesNet,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.1785067520324956,0.1785067520324956,0.18777437066514951,4.935507758500482,0.0
ETTm2|96|iTransformer,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.17726631771194598,0.17726631771194598,0.180334815907157,1.7015561747049404,0.0
Electricity|192|DLinear,4,4,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.19612502694787864,0.19612502694787864,0.19947577162337043,1.6797752670526425,0.0
Electricity|192|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.19608681911020315,0.19608681911020315,0.19608681911020315,0.0,0.0
Electricity|192|TimesNet,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.19332815253324587,0.19332815253324587,0.19332815253324587,0.0,0.0
Electricity|192|iTransformer,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.17038913240921344,0.17038913240921344,0.17038913240921344,0.0,0.0
Electricity|336|DLinear,4,4,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.20982115674644558,0.20982115674644558,0.21254030253820122,1.279355378383782,0.0
Electricity|336|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.21202127676762228,0.21202127676762228,0.21202127676762228,0.0,0.0
Electricity|336|TimesNet,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.2103006055852156,0.2103006055852156,0.2103006055852156,0.0,0.0
Electricity|336|iTransformer,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.18751243603419313,0.18751243603419313,0.18751243603419313,0.0,0.0
Electricity|720|DLinear,4,4,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.24622344681799524,0.24622344681799524,0.24781918566793948,0.6439125548908948,0.0
Electricity|720|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.25417103348086,0.25417103348086,0.25417103348086,0.0,0.0
Electricity|720|TimesNet,4,3,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.2955450240778592,0.2955450240778592,0.2969414724925258,0.4702773253411825,0.0
Electricity|720|iTransformer,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.224440094055458,0.224440094055458,0.224440094055458,0.0,0.0
Electricity|96|DLinear,4,4,q1:fredf;q2:fredf;q3:fredf;q4:fredf,1,True,fredf,0,0.19703924403764794,0.19703924403764794,0.1998426957814397,1.4028292266722575,0.0
Electricity|96|PatchTST,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.19236984993413794,0.19236984993413794,0.19236984993413794,0.0,0.0
Electricity|96|TimesNet,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.17837564605016717,0.17837564605016717,0.17837564605016717,0.0,0.0
Electricity|96|iTransformer,4,3,q1:none;q2:none;q3:none;q4:none,1,True,none,0,0.15797926338796092,0.15797926338796092,0.15797926338796092,0.0,0.0
Exchange|192|DLinear,4,4,q1:revin;q2:revin;q3:fredf;q4:fredf,2,False,revin,2,0.17348095897880683,0.1793815247627388,0.18595464508745804,6.707918537224276,3.2893943742179848
