protocol,key,backbone,dataset,pred_len,mse_best_fixed_val,mse_selector,abs_mse_delta_vs_bf,rel_pct_delta_vs_bf,worse_than_bf
online selector (all 127 groups),TimesNet__ILI__h36__s2021,TimesNet,ILI,36,3.165487760403117,3.165487760403117,0.0,0.0,False
online selector (all 127 groups),TimesNet__ILI__h48__s2021,TimesNet,ILI,48,3.4584499548892587,3.4584499548892587,0.0,0.0,False
online selector (all 127 groups),TimesNet__ILI__h60__s2021,TimesNet,ILI,60,3.76242300143113,3.76242300143113,0.0,0.0,False
online selector (all 127 groups),TimesNet__Weather__h96__s2021,TimesNet,Weather,96,0.1649980396713635,0.1670626406127656,0.002064600941402095,1.2512881640983642,True
online selector (all 127 groups),TimesNet__Weather__h192__s2021,TimesNet,Weather,192,0.2177386334387482,0.2205555457759365,0.00281691233718831,1.293712692461043,True
online selector (all 127 groups),TimesNet__Weather__h336__s2021,TimesNet,Weather,336,0.2752036343517033,0.2819340893818291,0.006730455030125815,2.4456272338047915,True
online selector (all 127 groups),iTransformer__ETTh1__h96__s2021,iTransformer,ETTh1,96,0.3842914841318272,0.3918165221572055,0.00752503802537835,1.958158933024122,True
online selector (all 127 groups),iTransformer__ETTh1__h192__s2021,iTransformer,ETTh1,192,0.4492758067610458,0.4393999828999168,-0.009875823861129007,-2.1981650719914274,False
online selector (all 127 groups),iTransformer__ETTh1__h336__s2021,iTransformer,ETTh1,336,0.4944394508966119,0.4964957101993185,0.0020562593027065867,0.41587686803263474,True
online selector (all 127 groups),iTransformer__ETTh1__h720__s2021,iTransformer,ETTh1,720,0.5215753044294533,0.5238921698764494,0.0023168654469960526,0.44420535775374786,True
online selector (all 127 groups),iTransformer__ETTh2__h96__s2021,iTransformer,ETTh2,96,0.29880796442021,0.300763803763144,0.0019558393429339738,0.6545472597187874,True
online selector (all 127 groups),iTransformer__ETTh2__h192__s2021,iTransformer,ETTh2,192,0.3984538446597137,0.4083490885889644,0.00989524392925073,2.4834103276632797,True
online selector (all 127 groups),iTransformer__ETTh2__h336__s2021,iTransformer,ETTh2,336,0.4606399611279456,0.4640509952863129,0.0034110341583672987,0.7404989680041812,True
online selector (all 127 groups),iTransformer__ETTh2__h720__s2021,iTransformer,ETTh2,720,0.6154558429239857,0.6149787963843031,-0.0004770465396826129,-0.07751109119643738,False
online selector (all 127 groups),iTransformer__ETTm1__h96__s2021,iTransformer,ETTm1,96,0.3330669713926968,0.3408008423740002,0.0077338709813034034,2.322016785082216,True
online selector (all 127 groups),iTransformer__ETTm1__h192__s2021,iTransformer,ETTm1,192,0.380008187526321,0.3850668183131257,0.005058630786804741,1.331189946125663,True
online selector (all 127 groups),iTransformer__ETTm1__h336__s2021,iTransformer,ETTm1,336,0.4173887210973386,0.4215096536093576,0.004120932512019004,0.9873128581876479,True
online selector (all 127 groups),iTransformer__ETTm1__h720__s2021,iTransformer,ETTm1,720,0.5231367071157244,0.5089697422116608,-0.01416696490406355,-2.7080808345818568,False
online selector (all 127 groups),iTransformer__ETTm2__h96__s2021,iTransformer,ETTm2,96,0.1816880798514977,0.1839494372853924,0.0022613574338946896,1.244637202255098,True
online selector (all 127 groups),iTransformer__ETTm2__h192__s2021,iTransformer,ETTm2,192,0.2475146932093078,0.251021203295713,0.003506510086405179,1.4166876482924353,True
online selector (all 127 groups),iTransformer__ETTm2__h336__s2021,iTransformer,ETTm2,336,0.3096213085675269,0.3120653397304164,0.002444031162889493,0.7893614216014018,True
online selector (all 127 groups),iTransformer__ETTm2__h720__s2021,iTransformer,ETTm2,720,0.4314784762118736,0.4325475216158715,0.001069045403997937,0.24776332144850532,True
online selector (all 127 groups),iTransformer__Electricity__h96__s2021,iTransformer,Electricity,96,0.1586344890732999,0.1586994371248505,6.494805155057848e-05,0.04094194896077616,True
online selector (all 127 groups),iTransformer__Electricity__h192__s2021,iTransformer,Electricity,192,0.173002531177958,0.1733079788022802,0.0003054476243221915,0.17655673720056425,True
online selector (all 127 groups),iTransformer__Electricity__h336__s2021,iTransformer,Electricity,336,0.1862198644134831,0.1882929313391297,0.0020730669256465994,1.1132361910883772,True
online selector (all 127 groups),iTransformer__Electricity__h720__s2021,iTransformer,Electricity,720,0.2250850078043155,0.2283807893802095,0.003295781575893997,1.4642386039141642,True
online selector (all 127 groups),iTransformer__Exchange__h96__s2021,iTransformer,Exchange,96,0.1136568332874801,0.0915343770328881,-0.022122456254592,-19.46425535069778,False
online selector (all 127 groups),iTransformer__Exchange__h192__s2021,iTransformer,Exchange,192,0.1812181205404971,0.1810001599745302,-0.0002179605659669015,-0.12027526017642011,False
online selector (all 127 groups),iTransformer__Exchange__h336__s2021,iTransformer,Exchange,336,0.3616280150258513,0.3602839727262937,-0.0013440422995575907,-0.3716643190549025,False
online selector (all 127 groups),iTransformer__Exchange__h720__s2021,iTransformer,Exchange,720,1.0600407081737853,1.0692731261552126,0.009232417981427377,0.8709493805509396,True
online selector (all 127 groups),iTransformer__ILI__h24__s2021,iTransformer,ILI,24,2.261683749468768,2.261683749468768,0.0,0.0,False
online selector (all 127 groups),iTransformer__ILI__h36__s2021,iTransformer,ILI,36,2.3359365151798137,2.3359365151798137,0.0,0.0,False
online selector (all 127 groups),iTransformer__ILI__h48__s2021,iTransformer,ILI,48,2.769364740775556,2.769364740775556,0.0,0.0,False
online selector (all 127 groups),iTransformer__ILI__h60__s2021,iTransformer,ILI,60,3.2205425363940163,3.246952062523043,0.026409526129026695,0.8200334518356328,True
online selector (all 127 groups),iTransformer__Weather__h96__s2021,iTransformer,Weather,96,0.1730217028959684,0.1748673181501507,0.0018456152541822812,1.066695809422233,True
online selector (all 127 groups),iTransformer__Weather__h192__s2021,iTransformer,Weather,192,0.2243749134751662,0.2237905029478171,-0.0005844105273490885,-0.26046161680805324,False
online selector (all 127 groups),iTransformer__Weather__h336__s2021,iTransformer,Weather,336,0.2798738396735231,0.2808169210110695,0.000943081337546392,0.3369665913207573,True
online selector (all 127 groups),iTransformer__Weather__h720__s2021,iTransformer,Weather,720,0.3597964317425267,0.361369587708633,0.0015731559661062988,0.43723501049950997,True
