key,backbone,dataset,pred_len,seed,n_arms,arms,n_val_windows,n_test_windows,mse_none,mse_gate,mse_oracle,best_fixed_val,mse_best_fixed,gain_gate_vs_none,gain_gate_vs_best_fixed,gain_bestfixed_vs_none,gain_oracle_vs_none,oracle_realized_pct,switch_rate,n_distinct_choices,oracle_arm_entropy,gate_acc,majority_acc,mse_fixed_fredf,mse_fixed_none,mse_fixed_revin,mse_fixed_san_lite,wilcoxon_p_gate_vs_best_fixed
PatchTST__Weather__h720__s2021,PatchTST,Weather,720,2021,4,fredf|none|revin|san_lite,4551,9820,0.36097333869629383,0.3613576539042889,0.35063923582009776,revin,0.36097959123415274,-0.10646636933963975,-0.10473242236287535,-0.0017321328720489577,2.862843808213237,-3.7189024781545905,0.8126272912423625,4,0.9701010023863956,0.23289205702647658,0.37169042769857435,0.37059254100026523,0.36097333869629383,0.36097959123415274,0.36161341036000344,0.004954026284184925
iTransformer__ETTh1__h96__s2021,iTransformer,ETTh1,96,2021,4,fredf|none|revin|san_lite,2785,2785,0.3971976572831614,0.39299153123231506,0.36283528453250763,fredf,0.3792224222978099,1.0589503673324114,-3.63087943245501,4.5255138482581145,8.651202271837775,12.240499459234599,0.740394973070018,4,0.8711137471896006,0.2894075403949731,0.4761220825852783,0.3792224222978099,0.3971976572831614,0.39719856487891403,0.40880131208382986,3.739195748574771e-64
iTransformer__ETTh1__h192__s2021,iTransformer,ETTh1,192,2021,3,fredf|none|san_lite,2689,2689,0.44136865226452837,0.4490144230777245,0.4156408923050869,none,0.44136865226452837,-1.732286779758977,-1.732286779758977,0.0,5.829086371989012,-29.71798098611037,0.682409817776125,3,0.9012747911253359,0.3172182967645965,0.5496467088136854,0.42827596223101644,0.44136865226452837,,0.4819170009274162,5.557728165863652e-08
iTransformer__ETTh1__h336__s2021,iTransformer,ETTh1,336,2021,3,fredf|none|san_lite,2545,2545,0.49567683647681315,0.491839204023067,0.458077599778625,fredf,0.468905391996408,0.7742206557432922,-4.890925209660583,5.40098760124399,7.585433478264043,10.20667649306028,0.8149312377210216,3,0.8250218700127002,0.35795677799607073,0.6357563850687623,0.468905391996408,0.49567683647681315,,0.5119630662303543,1.7932519797641506e-110
iTransformer__ETTh1__h720__s2021,iTransformer,ETTh1,720,2021,4,fredf|none|revin|san_lite,2161,2161,0.5217474031674536,0.4876991190991982,0.46566851628096995,fredf,0.47459833374292637,6.525817639242263,-2.7603943007816145,9.036761685482597,10.748282894352574,60.71497841347968,0.9153169828782971,4,0.6647213769997357,0.5011568718186025,0.6732993984266543,0.47459833374292637,0.5217474031674536,0.5217491655728156,0.5078599831259178,9.832428174970549e-67
iTransformer__ETTh2__h96__s2021,iTransformer,ETTh2,96,2021,3,fredf|none|san_lite,2785,2785,0.29941963606666194,0.29541914848547224,0.27016207123412694,fredf,0.291221649239853,1.336080570308918,-1.4413417603262477,2.737958984412228,9.771424886083112,13.673344326334188,0.7648114901256733,3,0.9363091072403937,0.3867145421903052,0.5052064631956912,0.291221649239853,0.29941963606666194,,0.3051256222172207,1.6337374805279568e-29
iTransformer__ETTh2__h192__s2021,iTransformer,ETTh2,192,2021,3,fredf|none|san_lite,2689,2689,0.3902916714393902,0.3784530189646115,0.3508825877916197,fredf,0.3758533061584184,3.0332833983076313,-0.6916828357205986,3.699378269509654,10.097341688673344,30.040415504936675,0.8783934548159167,3,0.8795050547122706,0.5039047973224247,0.5656377835626627,0.3758533061584184,0.3902916714393902,,0.38803163189378626,2.6252976681428528e-05
iTransformer__ETTh2__h336__s2021,iTransformer,ETTh2,336,2021,3,fredf|none|san_lite,2545,2545,0.4285814867536071,0.4208533347399506,0.3893410867039839,fredf,0.4109939327525718,1.8031931505434722,-2.398916675319984,4.1036662909113,9.155878464738977,19.694376213510896,0.6546168958742633,3,0.9581468992138442,0.35049115913555995,0.4781925343811395,0.4109939327525718,0.4285814867536071,,0.42656808628578086,1.3940460415364962e-25
iTransformer__ETTh2__h720__s2021,iTransformer,ETTh2,720,2021,3,fredf|none|san_lite,2161,2161,0.43493852325469906,0.43587291739581085,0.39324581887519566,san_lite,0.48949936984562864,-0.21483361237295287,10.955367004174118,-12.544496215814256,9.585884475676206,-2.241145435383993,0.6534012031466914,3,0.9859884362490092,0.35863026376677465,0.3998149005090236,0.41788902994260807,0.43493852325469906,,0.48949936984562864,2.394012537968759e-29
iTransformer__ETTm1__h96__s2021,iTransformer,ETTm1,96,2021,3,fredf|none|san_lite,11425,11425,0.34568484383221526,0.34277730918589255,0.2924250845144823,fredf,0.3326275164263906,0.8410940480009947,-3.0513990148850345,3.7772345645921668,15.40702760559255,5.459158440657926,0.6542669584245077,3,0.9665679975283656,0.36586433260393875,0.4636323851203501,0.3326275164263906,0.34568484383221526,,0.3711231697926245,8.296360088365874e-70
iTransformer__ETTm1__h192__s2021,iTransformer,ETTm1,192,2021,3,fredf|none|san_lite,11329,11329,0.3859548898053218,0.3843212360590999,0.3418130811594209,fredf,0.3781058281414774,0.42327582558719956,-1.6438275887353955,2.0336733310421695,11.43703832021715,3.7009216348378384,0.7481684173360402,3,0.9851472464733518,0.3814988083679054,0.41998411157207166,0.3781058281414774,0.3859548898053218,,0.4055149382749264,7.845131015086981e-42
iTransformer__ETTm1__h336__s2021,iTransformer,ETTm1,336,2021,3,fredf|none|san_lite,11185,11185,0.41925310132276494,0.4215149301860713,0.37361186679301117,fredf,0.4116535162027787,-0.5394900732194362,-2.395561703015056,1.81264851613287,10.886320073875298,-4.955669772215038,0.6932498882431828,3,0.9896207743552986,0.34054537326776935,0.4032185963343764,0.4116535162027787,0.41925310132276494,,0.44049769085954754,1.3479560069204265e-60
iTransformer__ETTm1__h720__s2021,iTransformer,ETTm1,720,2021,3,fredf|none|san_lite,10801,10801,0.5141235931834494,0.49055542359583004,0.436963672998459,none,0.5141235931834494,4.584144727076139,4.584144727076139,0.0,15.008048883161855,30.544574865823282,0.6240162947875196,3,0.9820462377329505,0.36894731969262107,0.42394222757152117,0.4775877657444121,0.5141235931834494,,0.5029132705950624,2.565262527226466e-86
iTransformer__ETTm2__h96__s2021,iTransformer,ETTm2,96,2021,3,fredf|none|san_lite,11425,11425,0.18033481929638714,0.1846402147069932,0.1578521704194452,fredf,0.18079358629164993,-2.3874454347643814,-2.1276354400740494,-0.2543973465857656,12.467170214015184,-19.149858337333868,0.7333916849015317,3,0.9692293132092965,0.34284463894967177,0.4584682713347921,0.18079358629164993,0.18033481929638714,,0.18965619350549168,3.267169986221062e-58
iTransformer__ETTm2__h192__s2021,iTransformer,ETTm2,192,2021,3,fredf|none|san_lite,11329,11329,0.25531253316378444,0.25445120852062114,0.21947435528613407,fredf,0.2447648505203545,0.33736089352393006,-3.9574138115152153,4.131282750863719,14.03698339184924,2.4033717508735513,0.7768558566510725,3,0.9517290796617589,0.34698561214582047,0.4876864683555477,0.2447648505203545,0.25531253316378444,,0.2582288314920073,5.505176229617943e-121
iTransformer__ETTm2__h336__s2021,iTransformer,ETTm2,336,2021,3,fredf|none|san_lite,11185,11185,0.33255729421533586,0.30939381748944134,0.27405111009607264,fredf,0.30289919602821647,6.96525895800264,-2.14415275654889,8.918192053795744,17.592813369838062,39.5915014356098,0.8949485918641037,3,0.9495279778193291,0.4240500670540903,0.49262405006705406,0.30289919602821647,0.33255729421533586,,0.31843964116323936,1.595263517781085e-71
iTransformer__ETTm2__h720__s2021,iTransformer,ETTm2,720,2021,3,fredf|none|san_lite,10801,10801,0.41126009556489423,0.4128778399512449,0.3744943353696953,fredf,0.408847280571653,-0.3933628386981316,-0.9858349489194326,0.586688331607086,8.939783020915081,-4.40013854661953,0.770299046384594,3,0.9741168040760794,0.3604295898527914,0.4476437366910471,0.408847280571653,0.41126009556489423,,0.41655828472533474,5.481610108340917e-50
iTransformer__Electricity__h96__s2021,iTransformer,Electricity,96,2021,3,fredf|none|san_lite,2537,5165,0.15795021737562376,0.16077272514925345,0.15568705043770797,none,0.15795021737562376,-1.786960360364413,-1.786960360364413,0.0,1.432835595610093,-124.71496137098353,0.463891577928364,3,0.8746357691256562,0.4286544046466602,0.4871248789932236,0.16276019242558798,0.15795021737562376,,0.17182976032272776,6.196767472045588e-105
iTransformer__Electricity__h192__s2021,iTransformer,Electricity,192,2021,3,fredf|none|san_lite,2441,5069,0.17087192704813275,0.17175957448097065,0.16916695272435708,none,0.17087192704813275,-0.5194811389835033,-0.5194811389835033,0.0,0.9978083311985005,-52.06221700462771,0.3330045373840994,3,0.8491052484452208,0.4989149733675281,0.5393568751232984,0.17520516669727873,0.17087192704813275,,0.18191269442988797,2.3318826928745954e-34
iTransformer__Electricity__h336__s2021,iTransformer,Electricity,336,2021,3,fredf|none|san_lite,2297,4925,0.18736326369991158,0.1894609799209585,0.18461225647460386,none,0.18736326369991158,-1.119598463226772,-1.119598463226772,0.0,1.468274607822351,-76.25266124300207,0.2952284263959391,3,0.8019272912506025,0.5230456852791878,0.6219289340101523,0.19464365019108437,0.18736326369991158,,0.19980068959863054,7.601376534935032e-81
iTransformer__Electricity__h720__s2021,iTransformer,Electricity,720,2021,3,fredf|none|san_lite,1913,4541,0.224536934420811,0.22805157611612129,0.22019612566998445,none,0.224536934420811,-1.5652844394444936,-1.5652844394444936,0.0,1.9332270488168228,-80.96743939320962,0.4144461572340894,3,0.7940221383155341,0.5311605373265801,0.6551420391984144,0.23946301897659986,0.224536934420811,,0.2362111509535392,1.1332491781863173e-61
iTransformer__Exchange__h96__s2021,iTransformer,Exchange,96,2021,3,fredf|none|san_lite,665,1422,0.11270565847157593,0.10133988302431571,0.07788642523705477,none,0.11270565847157593,10.084476326471043,10.084476326471043,0.0,30.893953068907837,32.64223359078834,0.47187060478199716,3,0.9492230488000786,0.33473980309423346,0.47187060478199716,0.08816419777548158,0.11270565847157593,,0.09559438021332235,4.864209862503251e-44
iTransformer__Exchange__h192__s2021,iTransformer,Exchange,192,2021,3,fredf|none|san_lite,569,1326,0.18858523843009278,0.19008595813318616,0.16658782539116626,none,0.18858523843009278,-0.7957779281021092,-0.7957779281021092,0.0,11.664440558513897,-6.82225541871439,0.521870286576169,3,0.9956788946544338,0.39592760180995473,0.3770739064856712,0.19022679439188173,0.18858523843009278,,0.19286571712504236,0.13931785208678008
iTransformer__Exchange__h336__s2021,iTransformer,Exchange,336,2021,3,fredf|none|san_lite,425,1182,0.33990427932360046,0.3454658600506444,0.3089960653353766,fredf,0.3422649927790294,-1.6362196845814816,-0.935201478134275,-0.6945230169269232,9.093211197469877,-17.99385991368825,0.538917089678511,3,0.9925019724763121,0.2927241962774958,0.3900169204737733,0.3422649927790294,0.33990427932360046,,0.34988172008780455,0.1473406211384952
iTransformer__Exchange__h720__s2021,iTransformer,Exchange,720,2021,3,fredf|none|san_lite,41,798,0.8616552551960885,0.8736093056978738,0.7995674424900447,none,0.8616552551960885,-1.3873356460932789,-1.3873356460932789,0.0,7.205644291212766,-19.25345728990231,0.2744360902255639,2,0.9647507423378155,0.4348370927318296,0.4598997493734336,0.8824162707666406,0.8616552551960885,,0.8898023700056817,1.0856799322890584e-05
iTransformer__ILI__h24__s2021,iTransformer,ILI,24,2021,3,fredf|none|san_lite,74,170,2.2942722540129634,2.3899950964047627,1.7032272554495755,none,2.2942722540129634,-4.172252975832602,-4.172252975832602,0.0,25.7617637806202,-16.195525319443394,0.2823529411764706,2,0.9769406305166093,0.4411764705882353,0.4411764705882353,2.373547848533182,2.2942722540129634,,2.464510084075086,0.0008579854749186232
iTransformer__ILI__h36__s2021,iTransformer,ILI,36,2021,3,fredf|none|san_lite,62,158,2.191627541580532,2.2441789107986643,2.0461020323483248,none,2.191627541580532,-2.397823910362522,-2.397823910362522,0.0,6.640065726094701,-36.111448429235736,0.26582278481012656,2,0.8102377629244664,0.5443037974683544,0.6455696202531646,2.4765700999694533,2.191627541580532,,2.642631538683855,0.00018970647056618968
iTransformer__ILI__h48__s2021,iTransformer,ILI,48,2021,3,fredf|none|san_lite,50,146,2.2831738360532343,2.2958126147724176,2.1878582545339245,none,2.2831738360532343,-0.5535618234407214,-0.5535618234407214,0.0,4.174696644388392,-13.259929297593608,0.22602739726027396,3,0.9018241922243394,0.4520547945205479,0.5205479452054794,2.3092887524056107,2.2831738360532343,,2.6222608477285463,0.04634221458528061
iTransformer__ILI__h60__s2021,iTransformer,ILI,60,2021,3,fredf|none|san_lite,38,134,2.3185477496972724,2.3185477496972724,2.256750062775256,none,2.3185477496972724,0.0,0.0,0.0,2.665361838248042,0.0,0.0,1,0.8862066775572398,0.5746268656716418,0.5746268656716418,2.423306876598899,2.3185477496972724,,2.6086420403487645,
iTransformer__Weather__h96__s2021,iTransformer,Weather,96,2021,4,fredf|none|revin|san_lite,5175,10444,0.17499910089251886,0.17485367177578268,0.1547012023579783,fredf,0.17347896500957516,0.0831027793820881,-0.7924342678224511,0.8686535388936931,11.598858754646491,0.7164737594955457,0.8274607430103409,4,0.9407616084394065,0.2527767139027193,0.3682497127537342,0.17347896500957516,0.17499910089251886,0.17498902831071783,0.17458715287075716,2.0328695953716435e-13
iTransformer__Weather__h192__s2021,iTransformer,Weather,192,2021,3,fredf|none|san_lite,5079,10348,0.22515383833219382,0.2222286731742357,0.20526876897581,none,0.22515383833219382,1.2991851169906867,1.2991851169906867,0.0,8.831770092658559,14.710359342407525,0.7086393505991496,3,0.9866088424531754,0.3533049864708156,0.3860649400850406,0.22195834110145016,0.22515383833219382,,0.2251179980707744,6.3707710658908435e-25
iTransformer__Weather__h336__s2021,iTransformer,Weather,336,2021,3,fredf|none|san_lite,4935,10204,0.28164756853792045,0.28025446399704634,0.2620293338013129,none,0.28164756853792045,0.49462686580288756,0.49462686580288756,0.0,6.965526043196269,7.101069793010287,0.5881027048216386,3,0.9984736127507073,0.3559388475107801,0.34790278322226575,0.28205358305955486,0.28164756853792045,,0.28653279689306,0.00293108256825908
iTransformer__Weather__h720__s2021,iTransformer,Weather,720,2021,4,fredf|none|revin|san_lite,4551,9820,0.359436254928651,0.3599058978707205,0.3377349072395845,none,0.359436254928651,-0.13066098247697483,-0.13066098247697483,0.0,6.037606777678536,-2.164118785509798,0.720162932790224,4,0.9686285986092138,0.25743380855397147,0.3303462321792261,0.3593929210385638,0.359436254928651,0.3581313862463425,0.36435195123302594,1.8453572902421284e-10
